date_today,age_years,weight_kg_today,sleep_score_today,sleep_hours_today,sleep_efficiency_pct_today,resting_hr_bpm_today,hrv_ms_today,body_battery_today,stress_score_today,soreness_score_today,vo2max_est_today,respiration_rate_sleep_today,spo2_avg_pct_today,hydration_l_today,yesterday_activity_type,yesterday_duration_min,yesterday_distance_km,yesterday_avg_hr_bpm,yesterday_max_hr_bpm,yesterday_training_rpe,yesterday_training_load,yesterday_steps,yesterday_calories_burned,acute_load_3d,rolling_load_7d,recovery_signal,readiness_score_today,suggested_activity_today,actual_activity_type_today,actual_duration_min_today
2024-09-14,30,98.5,76,6.61,71.5,57,41,59,52,8,41.2,15.4,96.8,3.07,Weightlifting,70,0.0,127,162,7,601,10121,3187,375.0,356.9,61,46,Rest / Mobility,Long Run,83
2024-09-15,30,98.5,60,5.93,79.3,55,36,62,71,7,41.0,15.5,97.3,2.36,Long Run,83,9.64,141,171,7,719,14522,3797,553.7,415.0,56,45,Rest / Mobility,Rest / Mobility,25
2024-09-16,30,98.8,86,6.81,70.0,58,52,79,61,5,41.1,15.3,97.7,2.23,Rest / Mobility,25,0.0,78,102,1,18,6556,2383,446.0,413.9,70,66,Weightlifting,Weightlifting,43
2024-09-17,30,98.8,88,6.13,77.8,57,55,69,74,6,41.2,15.2,96.4,3.36,Weightlifting,43,0.0,121,165,7,362,9670,2872,366.3,364.3,67,57,Recovery Walk,Intermediate Run,51
2024-09-18,30,99.0,83,6.39,78.1,61,42,87,63,6,41.2,15.5,97.0,2.34,Intermediate Run,51,7.35,142,163,5,297,10621,2644,225.7,360.1,66,59,Weightlifting,Easy Run,43
2024-09-19,30,99.0,91,6.81,86.1,60,43,79,70,5,41.2,15.2,97.3,3.03,Easy Run,43,4.85,133,164,5,250,9539,2746,303.0,369.7,68,67,Weightlifting,Tempo Run,35
2024-09-20,30,99.0,85,6.94,81.2,58,32,75,50,10,41.2,15.3,96.8,3.1,Tempo Run,35,4.78,155,182,8,341,7406,2952,296.0,369.7,62,45,Rest / Mobility,Recovery Ride,49
2024-09-21,30,98.8,83,6.29,88.0,60,37,72,64,4,41.2,16.3,96.9,3.86,Recovery Ride,49,12.48,121,150,5,228,11005,2770,273.0,316.4,65,58,Weightlifting,Intermediate Run,36
2024-09-22,30,98.9,92,6.8,81.0,60,34,89,73,10,41.2,15.8,96.1,2.51,Intermediate Run,36,4.37,151,178,7,332,10464,2793,300.3,261.1,63,51,Recovery Walk,Recovery Ride,63
2024-09-23,30,98.9,61,5.51,76.1,60,26,52,46,6,41.2,15.8,96.7,3.48,Recovery Ride,63,22.34,120,138,4,227,13163,2752,262.3,291.0,54,47,Rest / Mobility,Weightlifting,73
2024-09-24,30,98.8,69,6.77,70.0,58,47,58,46,6,41.2,15.6,96.8,3.22,Weightlifting,73,0.0,115,146,7,549,12272,3041,369.3,317.7,63,54,Recovery Walk,Intermediate Run,42
2024-09-25,30,98.5,72,7.63,71.4,60,37,57,49,6,41.1,16.1,97.6,3.46,Intermediate Run,42,5.33,150,179,6,275,10248,2730,350.3,314.6,61,52,Recovery Walk,Recovery Ride,69
2024-09-26,30,98.6,84,6.97,81.1,59,37,71,65,4,41.3,16.1,96.9,3.25,Recovery Ride,69,17.44,134,161,3,213,7958,2777,345.7,309.3,66,57,Recovery Walk,Intermediate Run,35
2024-09-27,30,98.7,84,6.1,80.2,58,36,73,73,7,41.2,15.4,97.5,3.24,Intermediate Run,35,4.71,140,170,6,240,10149,2708,242.7,294.9,62,55,Recovery Walk,Weightlifting,73
2024-09-28,30,98.6,71,6.34,79.4,56,51,65,54,5,41.0,15.4,97.2,3.1,Weightlifting,73,0.0,113,143,9,777,12087,3291,410.0,373.3,66,52,Recovery Walk,Recovery Ride,67
2024-09-29,30,98.9,96,7.04,75.0,54,53,76,65,7,41.0,15.4,96.6,3.3,Recovery Ride,67,23.06,130,155,3,202,10728,2814,406.3,354.7,72,69,Intermediate Run,Rest / Mobility,28
2024-09-30,30,98.8,87,6.18,85.3,55,53,62,43,7,41.1,15.1,97.4,3.21,Rest / Mobility,28,0.0,72,89,1,21,8145,2563,333.3,325.3,69,67,Weightlifting,Weightlifting,55
2024-10-01,30,98.8,92,7.07,74.6,55,55,72,55,5,41.2,15.1,96.8,2.99,Weightlifting,55,0.0,124,174,5,346,9934,2924,189.7,296.3,73,74,Intermediate Run,Intermediate Run,58
2024-10-02,30,98.8,84,5.84,74.1,57,56,67,63,8,41.2,15.6,96.9,3.35,Intermediate Run,58,8.14,139,160,6,439,12479,3038,268.7,319.7,65,53,Recovery Walk,Easy Run,54
2024-10-03,30,99.0,88,6.78,86.7,59,30,46,62,7,41.2,15.8,97.1,2.97,Easy Run,54,7.05,141,169,4,246,12959,2799,343.7,324.4,58,56,Recovery Walk,Intermediate Run,59
2024-10-04,30,98.9,76,6.32,81.1,57,43,63,65,6,41.2,15.4,97.5,2.26,Intermediate Run,59,8.72,138,162,5,322,11418,3021,335.7,336.1,62,53,Recovery Walk,Weightlifting,42
2024-10-05,30,98.8,69,5.84,77.7,56,41,62,63,8,41.1,15.4,97.3,3.78,Weightlifting,42,0.0,112,149,9,429,10253,2794,332.3,286.4,58,41,Rest / Mobility,Recovery Ride,65
2024-10-06,30,99.0,81,6.89,90.2,58,42,71,60,9,41.0,14.3,96.9,2.05,Recovery Ride,65,19.05,124,146,4,277,10323,2846,342.7,297.1,62,48,Recovery Walk,Rest / Mobility,40
2024-10-07,30,98.9,82,6.74,75.1,55,49,65,57,1,41.1,14.7,97.1,2.6,Rest / Mobility,40,0.0,82,98,1,21,5290,2567,242.3,297.1,72,65,Weightlifting,Weightlifting,67
2024-10-08,30,99.0,72,6.75,87.8,59,28,36,66,8,41.1,14.9,97.4,3.56,Weightlifting,67,0.0,113,165,8,698,8963,3302,332.0,347.4,51,33,Rest / Mobility,Intermediate Run,40
2024-10-09,30,99.0,72,5.58,85.3,60,30,48,78,6,41.0,15.6,96.2,3.41,Intermediate Run,40,5.19,145,170,7,313,11031,2762,344.0,329.4,53,44,Rest / Mobility,Weightlifting,67
2024-10-10,30,98.8,80,5.59,79.3,60,42,77,66,8,41.1,15.8,97.6,2.77,Weightlifting,67,0.0,104,145,9,768,12033,3363,593.0,404.0,61,41,Rest / Mobility,Intermediate Run,44
2024-10-11,30,98.7,87,6.99,77.1,58,42,77,60,4,41.0,16.1,97.1,2.51,Intermediate Run,44,5.41,139,164,7,354,10929,2720,478.3,408.6,69,58,Weightlifting,Weightlifting,68
2024-10-12,30,98.6,67,6.63,75.5,58,45,77,46,9,41.0,15.2,97.2,3.49,Weightlifting,68,0.0,120,171,8,594,9984,2967,572.0,432.1,62,42,Rest / Mobility,Intermediate Run,49
2024-10-13,30,98.4,70,6.97,76.3,58,52,43,48,7,41.0,15.2,96.9,2.56,Intermediate Run,49,5.47,151,185,6,365,13275,2944,437.7,444.7,60,49,Recovery Walk,Rest / Mobility,40
2024-10-14,30,98.2,90,5.78,78.1,56,46,79,40,6,41.1,15.0,97.8,3.03,Rest / Mobility,40,0.0,73,86,2,21,9744,2342,326.7,444.7,71,69,Intermediate Run,Weightlifting,72
2024-10-15,30,98.0,82,6.43,78.0,56,36,78,55,9,41.1,15.4,97.5,3.74,Weightlifting,72,0.0,126,178,6,570,11805,3176,318.7,426.4,64,50,Recovery Walk,Intermediate Run,54
2024-10-16,30,98.0,79,6.08,70.2,54,40,75,64,10,41.0,15.3,97.1,3.26,Intermediate Run,54,7.4,145,165,5,297,12129,2902,296.0,424.1,62,48,Recovery Walk,Recovery Ride,58
2024-10-17,30,97.9,72,5.32,78.7,55,46,67,68,6,41.0,16.0,97.3,3.36,Recovery Ride,58,18.27,136,154,5,257,9301,2770,374.7,351.1,62,52,Recovery Walk,Tempo Run,46
2024-10-18,30,97.5,82,7.59,75.9,57,44,50,52,5,41.2,16.2,97.4,2.95,Tempo Run,46,6.2,162,181,9,486,12644,3137,346.7,370.0,65,52,Recovery Walk,Weightlifting,60
2024-10-19,30,97.6,73,6.78,79.4,59,37,57,52,6,41.2,16.0,97.4,3.2,Weightlifting,60,0.0,122,158,6,465,10954,2945,402.7,351.6,60,50,Recovery Walk,Intermediate Run,40
2024-10-20,30,97.6,68,5.94,74.0,61,50,62,72,5,41.1,15.6,97.5,3.02,Intermediate Run,40,5.2,144,178,7,310,10060,2859,420.3,343.7,60,50,Recovery Walk,Weightlifting,68
2024-10-21,30,97.4,64,6.07,78.2,53,44,60,64,5,41.1,14.4,97.8,2.78,Weightlifting,68,0.0,108,155,7,575,11929,3298,450.0,422.9,62,51,Recovery Walk,Easy Run,33
2024-10-22,30,97.6,74,5.82,80.3,59,38,44,43,7,41.1,15.3,97.5,2.95,Easy Run,33,3.76,128,153,4,154,11240,2461,346.3,363.4,58,49,Recovery Walk,Intermediate Run,37
2024-10-23,30,97.5,79,5.69,79.6,60,27,58,56,7,41.2,16.5,96.9,3.07,Intermediate Run,37,5.27,151,176,7,302,10036,2790,343.7,364.1,57,48,Recovery Walk,Weightlifting,74
2024-10-24,30,97.7,64,6.6,72.7,55,48,66,76,9,41.2,15.3,96.5,3.56,Weightlifting,74,0.0,111,148,6,538,12145,3354,331.3,404.3,58,44,Rest / Mobility,Recovery Walk,41
2024-10-25,30,97.8,96,6.62,84.9,60,49,84,55,8,41.2,16.2,96.5,2.41,Recovery Walk,41,3.68,100,118,2,89,9913,2613,309.7,347.6,70,64,Weightlifting,Weightlifting,48
2024-10-26,30,97.7,73,5.81,80.6,61,42,65,55,7,41.3,16.1,98.0,2.99,Weightlifting,48,0.0,108,152,5,276,10244,2780,301.0,320.6,60,52,Recovery Walk,Long Run,84
2024-10-27,30,97.9,59,6.16,71.7,60,41,54,68,7,41.2,15.6,96.5,3.13,Long Run,84,10.76,136,163,6,577,11836,3413,314.0,358.7,54,45,Rest / Mobility,Rest / Mobility,35
2024-10-28,30,97.7,86,6.02,77.5,59,38,68,69,7,41.3,16.1,97.7,3.63,Rest / Mobility,35,0.0,88,106,2,28,7352,2448,293.7,280.6,62,61,Weightlifting,Weightlifting,60
2024-10-29,30,98.1,79,6.53,83.2,57,48,59,62,7,41.1,16.1,96.6,3.07,Weightlifting,60,0.0,122,152,8,556,10536,3054,387.0,338.0,63,49,Recovery Walk,Intermediate Run,39
2024-10-30,30,97.9,80,6.76,78.0,60,40,80,66,8,41.1,15.6,97.0,2.56,Intermediate Run,39,5.66,150,178,7,338,9897,2821,307.3,343.1,63,50,Recovery Walk,Easy Run,43
2024-10-31,30,97.8,75,5.85,87.1,59,49,57,71,5,41.2,15.6,96.8,3.66,Easy Run,43,5.38,127,158,4,181,10309,2742,358.3,292.1,61,52,Recovery Walk,Intermediate Run,40
2024-11-01,30,98.0,89,6.32,72.6,57,49,75,52,7,41.3,15.5,97.7,3.17,Intermediate Run,40,4.92,149,172,6,321,9998,2678,280.0,325.3,69,68,Intermediate Run,Weightlifting,73
2024-11-02,30,98.2,77,6.35,79.5,54,42,65,58,10,41.4,16.4,97.0,3.3,Weightlifting,73,0.0,110,141,7,562,11153,3087,354.7,366.1,61,47,Rest / Mobility,Recovery Ride,52
2024-11-03,30,98.4,85,6.55,76.8,60,36,71,42,9,41.2,15.7,97.0,2.72,Recovery Ride,52,14.11,127,154,5,227,11494,2637,370.0,316.1,63,56,Recovery Walk,Rest / Mobility,38
2024-11-04,30,98.3,83,6.32,88.7,59,49,84,50,5,41.2,15.6,96.4,3.28,Rest / Mobility,38,0.0,76,90,2,28,8710,2478,272.3,316.1,70,63,Weightlifting,Weightlifting,42
2024-11-05,30,98.0,66,5.0,81.7,54,25,64,67,7,41.2,15.9,98.0,3.64,Weightlifting,42,0.0,127,156,5,222,10075,2612,159.0,268.4,56,51,Recovery Walk,Intermediate Run,53
2024-11-06,30,97.9,77,6.3,81.6,60,48,85,58,5,41.1,15.2,97.9,2.99,Intermediate Run,53,6.39,141,173,7,438,9864,2937,229.3,282.7,67,61,Weightlifting,Weightlifting,71
2024-11-07,30,98.0,83,6.35,75.3,57,43,75,46,8,41.2,16.1,96.6,2.78,Weightlifting,71,0.0,122,167,7,603,10969,3325,421.0,343.0,66,51,Recovery Walk,Intermediate Run,42
2024-11-08,30,98.0,88,6.31,75.6,57,34,79,54,5,41.3,15.4,97.1,2.39,Intermediate Run,42,5.97,148,174,6,305,11903,2798,448.7,340.7,68,64,Weightlifting,Weightlifting,43
2024-11-09,30,98.3,88,6.58,81.1,59,39,62,47,9,41.3,15.9,97.1,3.35,Weightlifting,43,0.0,106,149,8,405,9787,2842,437.7,318.3,63,44,Rest / Mobility,Intermediate Run,54
2024-11-10,30,98.4,80,6.36,81.5,59,43,66,82,9,41.3,15.7,97.6,3.15,Intermediate Run,54,6.25,151,182,6,416,13036,2947,375.3,345.3,58,43,Rest / Mobility,Recovery Ride,43
2024-11-11,30,98.3,72,5.0,79.6,62,42,48,67,5,41.3,15.8,97.6,3.07,Recovery Ride,43,16.31,134,160,3,119,8790,2598,313.3,358.3,56,47,Rest / Mobility,Weightlifting,57
2024-11-12,30,98.3,81,6.73,81.0,60,55,64,60,6,41.3,15.7,97.7,2.85,Weightlifting,57,0.0,116,151,6,357,8706,3004,297.3,377.6,65,57,Recovery Walk,Intermediate Run,47
2024-11-13,30,98.1,87,6.6,71.0,57,48,59,66,8,41.3,15.1,97.2,3.03,Intermediate Run,47,6.79,144,167,5,308,10806,2742,261.3,359.0,63,57,Recovery Walk,Weightlifting,60
2024-11-14,30,98.2,80,6.45,73.6,59,25,74,60,10,41.2,13.9,97.3,2.77,Weightlifting,60,0.0,108,160,6,420,11835,3093,361.7,332.9,58,44,Rest / Mobility,Tempo Run,50
2024-11-15,30,98.3,71,6.27,82.2,54,41,56,58,7,41.0,15.5,96.5,2.99,Tempo Run,50,7.76,157,175,7,483,10375,3565,403.7,358.3,61,51,Recovery Walk,Weightlifting,55
2024-11-16,30,98.0,71,6.97,78.2,57,40,43,51,9,41.0,15.4,97.5,3.65,Weightlifting,55,0.0,108,154,7,398,7714,3031,433.7,357.3,56,40,Rest / Mobility,Intermediate Run,54
2024-11-17,30,98.0,74,6.55,85.1,60,40,60,58,5,41.0,15.6,97.2,2.9,Intermediate Run,54,7.85,148,178,6,371,10925,2948,417.3,350.9,61,51,Recovery Walk,Rest / Mobility,23
2024-11-18,30,98.0,98,7.18,75.9,57,36,86,42,4,41.1,14.8,96.9,3.37,Rest / Mobility,23,0.0,85,99,2,21,8563,2253,263.3,336.9,75,75,Intermediate Run,Weightlifting,65
2024-11-19,30,98.2,69,6.73,70.0,57,46,31,82,9,41.1,16.3,98.3,3.2,Weightlifting,65,0.0,112,142,8,561,10855,3299,317.7,366.0,52,34,Rest / Mobility,Easy Run,41
2024-11-20,30,98.4,73,6.18,74.4,56,42,44,63,7,41.0,15.3,98.7,2.95,Easy Run,41,5.19,128,152,6,254,10941,2698,278.7,358.3,58,50,Recovery Walk,Weightlifting,47
2024-11-21,30,98.3,75,5.88,71.8,57,50,72,75,6,41.1,16.0,96.9,3.32,Weightlifting,47,0.0,106,137,8,421,9774,2834,412.0,358.4,63,49,Recovery Walk,Easy Run,47
2024-11-22,30,98.1,71,5.99,72.4,58,34,59,47,5,41.0,16.0,96.9,3.13,Easy Run,47,6.49,130,151,6,296,11567,2871,323.7,331.7,61,53,Recovery Walk,Weightlifting,42
2024-11-23,30,98.3,74,7.2,76.0,59,36,56,68,9,41.0,14.9,97.2,3.21,Weightlifting,42,0.0,103,135,7,365,8622,2899,360.7,327.0,56,42,Rest / Mobility,Long Run,64
2024-11-24,30,97.9,85,7.61,80.0,62,46,65,52,7,41.1,15.6,97.7,2.45,Long Run,64,7.76,148,168,7,591,14361,3585,417.3,358.4,65,55,Recovery Walk,Rest / Mobility,32
2024-11-25,30,97.8,98,7.0,81.8,58,40,91,46,5,41.0,16.1,97.8,2.65,Rest / Mobility,32,0.0,81,102,2,26,9566,2392,327.3,359.1,75,73,Intermediate Run,Weightlifting,72
2024-11-26,30,97.6,78,6.57,84.8,61,45,51,58,9,41.0,15.9,97.0,3.13,Weightlifting,72,0.0,118,162,9,745,11157,3426,454.0,385.4,58,38,Rest / Mobility,Recovery Ride,58
2024-11-27,30,97.8,86,6.31,73.8,58,54,86,60,5,41.0,14.8,96.4,2.17,Recovery Ride,58,17.77,121,145,5,268,10800,2768,346.3,387.4,72,70,Intermediate Run,Weightlifting,41
2024-11-28,30,97.9,77,5.78,82.9,58,47,80,62,8,41.0,16.9,96.1,3.22,Weightlifting,41,0.0,120,164,7,379,9452,2561,464.0,381.4,64,48,Recovery Walk,Easy Run,54
2024-11-29,30,98.1,98,6.41,82.1,60,36,76,56,4,41.1,16.0,96.5,2.78,Easy Run,54,6.88,133,162,4,232,12570,2707,293.0,372.3,70,69,Intermediate Run,Weightlifting,50
2024-11-30,30,98.0,81,7.57,82.2,58,43,62,38,10,41.1,15.8,97.1,3.2,Weightlifting,50,0.0,117,166,9,570,8868,3046,393.7,401.6,63,44,Rest / Mobility,Intermediate Run,56
2024-12-01,30,98.4,72,6.01,73.3,61,42,48,74,8,41.0,16.0,98.3,3.09,Intermediate Run,56,6.7,147,178,5,317,10140,3150,373.0,362.4,54,39,Rest / Mobility,Rest / Mobility,33
2024-12-02,30,98.5,86,6.79,71.0,56,51,83,37,6,41.0,15.4,97.5,3.29,Rest / Mobility,33,0.0,76,94,1,23,10253,2497,303.3,362.0,73,72,Intermediate Run,Weightlifting,72
2024-12-03,30,98.5,67,5.82,82.0,58,39,53,73,7,41.1,16.0,97.0,2.68,Weightlifting,72,0.0,125,173,8,749,11294,3232,363.0,362.6,55,42,Rest / Mobility,Easy Run,31
2024-12-04,30,98.5,82,5.79,77.4,55,44,69,64,8,41.1,16.4,96.6,3.02,Easy Run,31,4.07,142,163,6,185,9910,2618,319.0,350.7,64,50,Recovery Walk,Weightlifting,73
2024-12-05,30,98.7,86,7.72,78.4,59,37,53,50,6,41.0,15.6,97.0,3.75,Weightlifting,73,0.0,114,152,6,509,10421,3283,481.0,369.3,64,60,Easy Run,Tempo Run,52
2024-12-06,30,99.0,78,7.01,81.0,59,46,67,48,7,41.0,15.7,96.9,2.52,Tempo Run,52,6.98,162,190,9,636,10799,3394,443.3,427.0,65,50,Recovery Walk,Weightlifting,70
2024-12-07,30,99.0,75,6.98,86.9,55,49,48,54,7,41.0,16.0,96.8,3.13,Weightlifting,70,0.0,108,143,7,578,9764,3194,574.3,428.1,62,51,Recovery Walk,Intermediate Run,44
2024-12-08,30,99.0,84,6.93,82.7,60,30,70,62,8,41.1,15.3,96.8,2.66,Intermediate Run,44,6.2,149,172,7,390,11219,2870,534.7,438.6,60,43,Rest / Mobility,Rest / Mobility,31
2024-12-09,30,99.0,89,6.72,80.5,58,52,99,43,6,41.4,14.8,97.3,2.71,Rest / Mobility,31,0.0,80,96,1,28,7646,2551,332.0,439.3,75,73,Intermediate Run,Weightlifting,74
2024-12-10,30,98.8,69,6.59,70.0,59,49,67,55,8,41.3,15.0,97.3,2.88,Weightlifting,74,0.0,113,154,7,688,11569,3201,368.7,430.6,61,46,Rest / Mobility,Recovery Ride,37
2024-12-11,30,98.7,74,7.43,72.0,58,42,64,52,6,41.3,16.2,96.1,3.03,Recovery Ride,37,11.06,120,143,4,150,7450,2659,288.7,425.6,64,55,Recovery Walk,Weightlifting,53
2024-12-12,30,98.6,77,6.09,78.3,57,28,60,71,7,41.3,16.1,97.0,2.85,Weightlifting,53,0.0,108,153,7,478,8903,3208,438.7,421.1,57,46,Rest / Mobility,Tempo Run,39
2024-12-13,30,98.7,80,6.89,84.3,56,43,67,48,6,41.3,15.8,97.4,3.04,Tempo Run,39,4.85,161,188,7,324,11539,3300,317.3,376.6,67,58,Weightlifting,Weightlifting,73
2024-12-14,30,98.8,82,7.67,78.6,57,66,57,53,8,41.2,16.2,98.0,3.36,Weightlifting,73,0.0,108,157,6,462,11088,2982,421.3,360.0,68,53,Recovery Walk,Intermediate Run,57
2024-12-15,30,98.7,94,7.83,71.5,59,49,76,49,8,41.1,16.2,97.1,3.13,Intermediate Run,57,7.35,148,180,5,311,11836,2915,365.7,348.7,70,63,Weightlifting,Rest / Mobility,25
2024-12-16,30,98.6,85,6.16,79.0,53,44,63,49,4,41.1,16.3,97.9,2.33,Rest / Mobility,25,0.0,85,107,2,25,8608,2448,266.0,348.3,70,69,Intermediate Run,Weightlifting,52
2024-12-17,30,98.3,72,5.99,84.0,56,48,73,86,6,41.0,15.4,97.5,3.39,Weightlifting,52,0.0,125,163,7,409,10420,3075,248.3,308.4,62,55,Recovery Walk,Intermediate Run,59
2024-12-18,30,98.4,80,6.09,81.8,60,55,70,51,9,41.0,16.1,97.9,2.69,Intermediate Run,59,6.7,147,170,7,528,11383,3097,320.7,362.4,64,50,Recovery Walk,Easy Run,35
2024-12-19,30,98.4,87,6.35,78.9,60,45,70,58,8,41.0,15.5,97.7,3.34,Easy Run,35,4.29,131,163,4,167,9173,2754,368.0,318.0,64,57,Recovery Walk,Intermediate Run,50
2024-12-20,30,98.2,73,6.29,84.7,59,37,58,47,6,41.1,15.9,97.2,2.83,Intermediate Run,50,5.87,149,182,6,399,10639,2791,364.7,328.7,61,52,Recovery Walk,Weightlifting,46
2024-12-21,30,98.1,78,6.68,75.9,60,28,59,57,8,41.0,15.2,96.9,3.57,Weightlifting,46,0.0,112,149,8,475,9662,2973,347.0,330.6,57,39,Rest / Mobility,Long Run,86
2024-12-22,30,98.2,57,6.11,80.6,57,40,65,59,3,41.0,15.6,97.4,2.2,Long Run,86,11.28,136,162,7,712,14193,3785,528.7,387.9,61,50,Recovery Walk,Recovery Ride,45
2024-12-23,30,98.4,81,7.04,71.7,54,44,68,54,6,41.0,15.3,96.4,2.58,Recovery Ride,45,16.84,126,155,3,115,10719,2553,434.0,400.7,68,57,Recovery Walk,Weightlifting,61
2024-12-24,30,98.3,58,5.76,72.9,58,46,56,87,4,41.0,15.3,96.8,3.36,Weightlifting,61,0.0,126,164,9,675,10098,3425,500.7,438.7,56,40,Rest / Mobility,Intermediate Run,54
2024-12-25,30,98.3,69,6.45,85.3,56,25,51,62,7,41.0,14.9,97.5,2.95,Intermediate Run,54,7.79,152,178,6,385,13911,3025,391.7,418.3,55,45,Rest / Mobility,Weightlifting,46
2024-12-26,30,98.2,77,5.79,76.5,59,35,64,50,9,41.0,16.2,96.9,3.08,Weightlifting,46,0.0,107,139,8,404,7138,2922,488.0,452.1,59,38,Rest / Mobility,Intermediate Run,43
2024-12-27,30,98.4,66,6.79,76.6,57,33,56,48,8,41.0,15.5,97.5,2.87,Intermediate Run,43,5.39,145,177,6,343,12006,2724,377.3,444.1,57,42,Rest / Mobility,Weightlifting,40
2024-12-28,30,98.3,78,6.31,75.4,58,48,58,60,10,41.0,15.6,96.8,3.27,Weightlifting,40,0.0,110,158,7,336,7974,2569,361.0,424.3,59,44,Rest / Mobility,Intermediate Run,38
2024-12-29,30,98.2,90,6.57,71.8,59,31,70,61,9,41.0,16.2,97.8,2.51,Intermediate Run,38,4.89,140,166,7,322,9880,2846,333.7,368.6,61,47,Rest / Mobility,Weightlifting,59
2024-12-30,30,98.3,84,6.42,81.8,57,27,69,63,8,41.0,15.7,97.9,2.79,Weightlifting,59,0.0,124,155,7,467,9271,3008,375.0,418.9,60,45,Rest / Mobility,Weightlifting,48
2024-12-31,30,98.3,81,7.34,77.6,58,51,87,61,8,41.0,14.3,97.5,3.16,Weightlifting,48,0.0,117,149,8,471,8979,2939,420.0,389.7,68,48,Recovery Walk,Intermediate Run,48
2025-01-01,30,98.4,74,6.21,83.6,63,46,49,60,6,41.0,16.5,97.5,2.13,Intermediate Run,48,6.63,152,179,7,441,10526,2886,459.7,397.7,58,47,Rest / Mobility,Easy Run,51
2025-01-02,30,98.5,64,6.9,73.2,58,41,55,65,8,41.0,16.3,96.4,3.24,Easy Run,51,6.76,128,154,5,269,9976,2741,393.7,378.4,56,41,Rest / Mobility,Intermediate Run,53
2025-01-03,30,98.4,79,6.03,75.2,57,35,59,72,7,41.1,15.6,97.8,2.84,Intermediate Run,53,6.07,151,179,7,416,10317,2765,375.3,388.9,59,49,Recovery Walk,Weightlifting,50
2025-01-04,30,98.8,83,8.07,73.2,56,50,85,72,10,41.1,15.4,96.3,3.08,Weightlifting,50,0.0,112,156,8,421,10002,2909,368.7,401.0,67,48,Recovery Walk,Intermediate Run,53
2025-01-05,30,98.8,75,6.15,80.5,60,42,48,62,8,41.0,16.1,96.6,2.89,Intermediate Run,53,6.87,152,180,6,417,11214,3105,418.0,414.6,56,40,Rest / Mobility,Rest / Mobility,36
2025-01-06,30,98.7,97,6.91,85.1,58,37,81,50,6,41.1,14.9,96.2,2.77,Rest / Mobility,36,0.0,85,104,1,27,9456,2480,288.3,351.7,71,70,Intermediate Run,Weightlifting,69
2025-01-07,30,98.7,97,7.49,83.6,59,52,72,51,4,41.1,16.5,96.8,3.57,Weightlifting,69,0.0,122,160,5,401,9747,3045,281.7,341.7,74,73,Intermediate Run,Intermediate Run,35
2025-01-08,30,98.5,78,5.63,82.4,57,51,65,58,6,41.1,15.6,97.3,3.24,Intermediate Run,35,4.89,146,168,5,214,10734,2772,214.0,309.3,65,59,Weightlifting,Weightlifting,74
2025-01-09,30,98.2,84,6.8,87.3,59,38,44,57,7,41.0,15.5,97.0,3.29,Weightlifting,74,0.0,103,133,8,619,12868,3279,411.3,359.3,59,45,Rest / Mobility,Tempo Run,39
2025-01-10,30,98.6,85,6.39,80.1,57,45,63,68,7,41.0,15.2,97.5,3.0,Tempo Run,39,5.87,161,189,8,381,11186,3271,404.7,354.3,63,49,Recovery Walk,Recovery Ride,59
2025-01-11,30,98.6,63,7.12,75.7,62,48,35,51,9,41.0,16.1,97.0,3.66,Recovery Ride,59,18.52,135,155,5,314,10107,2923,438.0,339.0,53,37,Rest / Mobility,Easy Run,47
2025-01-12,30,98.7,81,6.25,83.6,62,37,66,53,7,41.1,15.4,96.4,2.38,Easy Run,47,5.72,130,159,4,216,12648,2618,303.7,310.3,61,53,Recovery Walk,Recovery Ride,64
2025-01-13,30,98.6,83,7.81,78.7,65,32,69,58,9,41.0,15.4,96.6,3.03,Recovery Ride,64,23.33,135,159,5,302,8863,3079,277.3,349.6,59,46,Rest / Mobility,Weightlifting,69
2025-01-14,30,98.5,68,5.62,84.8,56,41,57,49,8,41.0,16.6,97.4,2.78,Weightlifting,69,0.0,113,145,7,520,11422,3083,346.0,366.6,59,45,Rest / Mobility,Easy Run,31
2025-01-15,30,98.3,84,6.43,77.4,57,40,48,69,7,41.1,16.7,97.2,2.63,Easy Run,31,4.16,139,166,4,120,9809,2598,314.0,353.1,60,52,Recovery Walk,Weightlifting,42
2025-01-16,30,97.9,79,6.21,80.8,60,27,61,77,7,41.1,15.4,96.5,2.94,Weightlifting,42,0.0,116,163,5,229,9547,2747,289.7,297.4,56,48,Recovery Walk,Intermediate Run,49
2025-01-17,30,97.7,87,6.36,78.7,58,38,69,66,9,41.1,15.7,97.3,2.68,Intermediate Run,49,5.85,141,173,5,271,11628,2780,206.7,281.7,62,58,Weightlifting,Easy Run,53
2025-01-18,30,97.8,83,6.89,76.6,59,34,68,47,9,41.1,15.5,96.6,2.68,Easy Run,53,6.75,136,157,5,308,10046,2635,269.3,280.9,62,50,Recovery Walk,Recovery Ride,68
2025-01-19,30,97.8,77,6.71,81.1,56,43,61,65,7,41.1,14.7,98.1,2.97,Recovery Ride,68,19.56,127,149,3,201,10657,2959,260.0,278.7,62,55,Recovery Walk,Rest / Mobility,25
2025-01-20,30,97.8,85,5.95,83.6,56,55,62,48,6,41.3,15.2,97.6,3.63,Rest / Mobility,25,0.0,85,105,2,11,6621,2421,173.3,237.1,68,70,Intermediate Run,Weightlifting,62
